City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
572,balakhta,55.38,91.6,-34.81,99,97,1.95,RU,"01/21/2023,00:11:10"
573,antipovka,49.8299,45.3122,-8.18,87,74,4.85,RU,"01/21/2023,00:13:00"
574,acurenam,1.0322,10.6488,20.27,99,54,1.74,GQ,"01/21/2023,00:13:01"
575,turukhansk,65.8167,87.9833,-39.82,86,3,1.75,RU,"01/21/2023,00:13:01"
576,minab,27.1467,57.0801,14.8,36,0,5.01,IR,"01/21/2023,00:11:00"
577,toora-khem,52.4675,96.11,-19.66,91,100,2.04,RU,"01/21/2023,00:13:02"
578,juneau,58.3019,-134.4197,6.23,92,100,14.92,US,"01/21/2023,00:13:03"
579,camocim,-2.9022,-40.8411,25.44,84,100,4.68,BR,"01/21/2023,00:13:03"
580,mayumba,-3.432,10.6554,24.97,86,100,0.61,GA,"01/21/2023,00:13:04"
581,santiago del estero,-27.7951,-64.2615,37.1,18,0,4.21,AR,"01/21/2023,00:09:19"
582,faya,18.3851,42.4509,9.29,74,1,0.47,SA,"01/21/2023,00:13:05"
583,lensk,60.7253,114.9278,-52.1,100,76,0.28,RU,"01/21/2023,00:13:06"
584,mandera,3.9366,41.867,25.5,29,49,3.53,KE,"01/21/2023,00:13:06"
585,ankang,32.68,109.0172,1.83,56,51,1.06,CN,"01/21/2023,00:13:07"
586,souillac,-20.5167,57.5167,24.72,88,100,1.87,MU,"01/21/2023,00:13:08"
